text,label
"Seeing as I hate reading long essays hoping to find a point and being disappointed, I will first tell everyone that this movie was terrible. Downright terrible. And not, surprisingly for the reasons mentioned in the first review. I thought I might agree with him, seeing as he gave the movie the rank it deserved, but was sorrowfully rebuked upon reading what he said. I am quite ashamed to be taking the same side as someone who commented that the movie ""definitely lacks good-looking females."" Let me be the first to say, ""Wow! that was definitely some serious in-depth reviewing there. My mind can hardly comprehend the philosophical musings about this movie."" Seriously though, a lack of ""good-looking females"" shouldn't be considered an essential to a movie. If you're desperate enough for ""good-looking females"" you should really watch other types of movies, not necessarily falling into the sci-fi category.",0
"Martin Weisz, who directed the solid ""Rohtenburg"", will be taking the heat, with Wes Craven, for another shabby ""The Hills Have Eyes 2"". The memory of the legendary original, which boasted an unbelievable storyline and a dog having a flashback, will be erased forever by this more technically polished remake (in name only). A bunch of National Guardsmen (and women) are sent to a desert research area surrounded by hills filled with mutants. One by one the weekend soldiers are picked off. That's it. There is some hardcore violence and a reasonably brutal rape scene, but there is precious little else to get excited about. The film's ""heroes"" are the usual bunch of clichés and the mutants, a far cry from Craven's original ""family"", mostly resemble Brian Thompson from ""Cobra"" coupled with some creatures Stan Winston had left over from the ""Wrong Turn"" shoot. Much of the action takes place in caves, ala ""The Descent"", and is well shot by Sam McCurdy. A laughable aspect is Wes and Jonathan Craven's addition of a sympathetic mutant who skulks around his cave like Leatherface in Hooper's original ""Chainsaw"". Weisz will be blamed for this dull debacle, but he's not really at fault because he does his best to maintain suspense and squeeze some freshness out of the contrived situations. Not a fan, unfortunately.",0
"You cannot deny that we have an affinity for speed. That's why movies like Fast and the Furious, Dhoom, Rempit get made to play to the satisfaction of audiences, especially local ones. We live on a tiny island, and I cannot fathom why, for the relative efficiency of the public transportation system, most of us want to get into debt by owning a set of wheels which come with 100% tax when they reach our shores, and the myriad of taxes and bills to pay when operating one. Not only that, the high end sports cars were once quipped by a prominent politician up north that they will never reach fourth gear, lest they reach the sea.<br /><br />And these movies are relatively easy to make. Hot wheels and hot chicks always go down well together in targeting the required demographic. For once, those plunging necklines exposing uncanny buxom and short skirts accentuating legs two meters long, can't compete with the attention given to those beautiful curves that exotic cars possess in movies such as these. Of course there are amongst us (ahem) those that go for the sexists portrayal of women as mere sexual objects (otherwise explain why motor shows come with truckloads of models, and movies such as these cannot do without a leggy model in a frame), however, they don't warrant the kind of collective orgasmic sighs whenever the four wheelers come on screen, even when they do exactly nothing and have their gears into Park. The guy sitting beside me, I swear he wet his pants every time his dream car(s) appear, and creamed his pants even more when he hears those growling engine moans.<br /><br />So there we have it, the fan boys who turned up in droves just to watch which of the latest cool cars get featured in the movie. With the Fast and the Furious franchise, the Japanese models like the Evos and the Skylines take centerstage, as does the GT. Here, the Ford GT takes on an incredibly drool-worthy facade modification, that even I'm impressed, alongside the latest models like the Ferrari Enzos, Porshe Carerra GTs, Koenigsegg CCXs, and every car out there that has wings for doors. But seriously, my heart goes out to the cars each time they're mercilessly wrecked just for entertainment. I mean, this are perfectly fine, high performance models that are at the apex of motoring, but yet because whoever financed the movie had millions to blow, they do so because they can,<br /><br />There's no story in Redline, just excuses to put together a movie full of beauties (the cars that is) that can rip down the tarmac in probably the most boring fashion possible, and with the usual shots of pedals (always the accelerator, mind you, tapping the brake pedal is tantamount to blasphemy, and earn you no respect), steering wheels, gear shifts (always shifting up and not down), all these while having the actors make pretend that they're the baddest asses with an engine, snarling and giving each other dirty looks. Not a very tall order for an actor, and that's why we get the most woeful performances ever, with lines that seem to be written by elementary schoolkids.<br /><br />The heroine (yes, it made a statement that girls can drive) Natasha (a very plasticky looking Nadia Bjorlin) is one of those million dollar finds - a girl with model looks who don't mind getting down on fours and immersed in oil, who has racing pedigree within her, and performs with a rock band singing songs with lyrics that are just plain laughable (every line had to do with cars, and when singing about love, just had to string those innuendos like shifting gear shafts, lubricants and going for rides). Introduced against her wishes to illegal racing by a gangsta called Infamous (Eddie Griffin), she gets drawn into family squabbles involving a Leo DiCaprio lookalike Iraq war veteran, and some sleazy lecherous looking rich uncle. Everything else, well like I said, just serves as an excuse for the movie to go from race to race.<br /><br />And it's almost always the same, as there's very limited to what you can do to heighten tension between race cars, especially when you know the race is rigged (for narrative reasons) and can see the race outcome a mile away from the finishing line. While Fast and Furious had quite charismatic actors, and I will put my head on the chopping block by naming Paul Walker, Sun Kang, and of course, the star it created - Vin Diesel, Redline had none, just pretty faces with lots of air unfortunately. It looks like a TV movie in its treatment from the get go, with a very insipid opening sequence where it's one man, one car, and a 105 minutes race against time to get to Vegas.<br /><br />If not for the cars, then this movie seriously is a piece of junk, with bad acting, bad lines and bad action. Strictly for the car fans, or those who like their movies with countless of bevy beauties who pimp their bodies without any speaking lines.",0
"I read the half dozen other user comments on this board and it seems as though the opinions vary greatly. I have to agree with those who found this movie to be awful. It pains me to write that since I would have hoped this would have been great, or I wouldn't have bothered to see it the other day. I like supporting indie cinema, especially if they are gay-themed, but this movie is almost too much to tolerate. Those that walked out, as I considered doing after about three minutes, probably didn't mind shelling out $11.00, or just figured it was going nowhere, fast, and not going to improve. Maybe I am slightly more optimistic than they are..either that or they didn't pay to get in in the first place.<br /><br />Logan is bored. He's a klutz. He's gay. I'm okay with that. The problem is that because the main character in a movie is bored does not necessarily mean that the movie about him has to be boring also! There are ENDLESS scenes of this kid just laying around like a load of laundry, re-establishing everything that you already learned in the first scene, and the second scene, etc., etc...Nothing or no one goes anywhere. NO ONE says anything even remotely insightful or funny or interesting. Probably most appalling of all is that I didn't feel the slightest bit of empathy for Logan. That in itself is a major accomplishment. He didn't grow, he didn't change, he didn't learn (there is no one to teach him anything), he DIDN'T DO ANYTHING, and neither did the movie! Scene after scene of the same thing do not a movie make.<br /><br />Additionally, the title makes no sense at all. 1/10.",0
Loved Joan. Great performance. What isn't she good in. I watched this film and then Jane Eyre right after... she just keeps getting better. My heart was racing. Great old movie drama. Just what i want from a classic movie. Facial expressions are worth the whole film. I'm glad i have it on video. Don't know what more you need in a film. Beautiful woman....wealth..... greed.....murder....detectives......a trial.....<br /><br />The costumes are very nice. Makes me wonder what the budget was for this movie? Wish they still made films like this. Whenever they try they just seem to make a cheesy movie. Films in black and white still hold a certain mystery.,1
"In this satire of the commercialization and 'lightheartedness' of war, John Cusack plays Brand Hauser, an assassin sent to to 'Turaqistan' to take out Omar Sharif, who is doing some oil business that will spell trouble for the former Vice President of the US's own company. In addition to this, Hauser must juggle his fake position as a trade show producer, a wedding for pop princess Yonica (Hillary Duff), and a nosy Liberal journalist, Natalie (Marisa Tomei).<br /><br />Assessing the technical aspects: <br /><br />- The acting (by the main characters,at least) was good, as was to be expected. Some of John Cusack's dialogue was quite obviously not written for him as he often seemed uncomfortable saying it. . . maybe unrealistic is more accurate. Joan put forth a great, and often hilarious, performance. Marisa Tomei, while I've never been a big fan of hers, was more than suitable for the role and worked well. Hillary Duff, however, was pretty terrible. They needed an attractive Middle Eastern (or Russian, or whatever that accent was supposed to be) pop-star. Unfortunately, they went 0 for 3 with her.<br /><br />- Like I said above, the writing seemed a little stiff and mismatched at points, especially John Cusack's dialogue. Not much of it, mind, but some. The story also got a bit ludicrous at points, which is fine for a satire to a point, but it took it to a whole new level here. Luckily, the Cusacks and Tomei keep a relatively cool, calm demeanor throughout, and that makes a nice even mix of the craziness of the film and the levelheadedness of the actors.<br /><br />- Joshua Seftel, who previously had a drought of real credits to his name, did a fine job with a rather wide-spectrum film. He handled the small ($10 million) budget very well, stretching it to make it appear to be much more. Seftel also managed to nicely blend the humour of the story. . . with the painful and hard-to-watch parts of the real war (including slaughter of civilians, etc.).<br /><br />- As far as the general satire goes, its exaggerated look on the commercializing of war is very well done, especially the 'Golden Palace Poker' ads on the U.S. tanks. At points, it becomes a little too much, but, in the end, it still accurate portrays what it's going for an a young 'Mel Brooks'-type of style.<br /><br />Overall, the film is very well made for the meager budget and it's definitely worthy of a look. It won't go down as one of the great satires of cinema, but it's certainly not the worst.<br /><br />7/10.",1
"Words can't describe how utterly stupid this story (and therefore bad this movie) is! Basinger, Del Toro ... what were you thinking ?? So there's a mall and its parking space is totally full. Basinger's character goes in to buy a cup of tea and some packaging paper.<br /><br />When she comes out, the whole place is so empty, that nobody hears two gunshots fired nearby ?? Even though she lives there, when she drives away from the baddies, she goes to the most remote and godforsaken place possible instead of the nearest police station or at least a crowded place ?? COME ON !!! I won't even go into the infamous red toolbox, since other people have done that before. Let alone how she kills the moronic thugs one by one.<br /><br />This is so stupid, without the least bit of logic, I can only warn you watching it, it's a TOTAL waste of time, honestly !!",0
"Unfortunately, SpaceCamp came out about the same time as the Challenger Explosion. Which really put a crimp on when to bring it out or even if they should, bring it out. I'm glad they did. I first watched SpaceCamp at a drive-in movie. Which really enhanced the viewing a lot.<br /><br />While I had heard of Lea Thompson and Tom Skerritt. I had never heard of the others in the movie. So, it came as a big shock to me to find all those youngsters acting, and acting real good! Of course, Kate Capshaw was excellent too.<br /><br />I especially liked the scenes, where those kids were being shown how to act, as a team. The scenes of the kids being prepared for a trip they could only hope for. The actual launch of a spacecraft, is of course, old news to us. However, this one was different.<br /><br />All in all, this is one of my most treasured films. Escapist maybe, but it was fantastic for a space nut like me. After probably renting it for 30 - 40 times. I finally found it available in a certain store and bought it. Now, if it only comes out on DVD. I will probably have it forever. This movie gets a 9 out of 10 from me.",1
"As is well-known among long haired youngsters who are incredibly interested in this Herr Graf's silent rants, during summertime aristocrats like to travel to exclusive and distinguished places in order to avoid the heat as well hordes of coarse people taking their ease. Such bizarre travels around the world also happen in ""Three Ages"", a charming and elegant piece of silent work directed by old hands, namely Herr Buster Keaton and Herr Eddie Cline.<br /><br />Obviously this German count liked most the first segment focused on the Stone Age due to the affinity that this aristocrat feels about that ancient time. preferring that to the second segment which takes place during the glory of Rome (It should have included the cause of the fall of the Roman empire, that is to say, Barbarians, or the same thing, Germans). Of course, the third segment takes place during modern times but this Teutonic aristocrat thinks that even 100 years ago should qualify as modern.<br /><br />The leitmotiv that moves Herr Keaton and his companions to travel and endure the strange and hilarious happenings during three different ages, is the search for love, a very complicated subject to understand for aristocrats who prefer the search for money and self interest. Every time that ""Three Ages"" is shown in the Schloss theatre, it is always a pleasure to watch a funny, witty silent film (even for a serious German count), an oeuvre full of gags and gadgets, puns, pratfalls and acrobatics, visual and astounding technical tricks, an absolute silent delicatessen that is perfect to allow one to endure the various and coarse summertime severities.<br /><br />And now, if you'll allow me, I must temporarily take my leave because this German Count must flirt with an old Teutonic heiress who doesn't look her age.<br /><br />Herr Graf Ferdinand Von Galitzien http://ferdinandvongalitzien.blogspot.com/",1
"I've read reviews that apparently you have to have been a student in a very strict, British school in the 1960's to understand this. Maybe that's true, if so, then this movie is outdated.<br /><br />*************SPOILER ALERT**************************************** The ending makes about as much sense as all the kids who're anti-government and anti-corporation without having any better solution that doesn't torch society to a Mad Max type cinder.<br /><br />Yeah, the main characters could leave, but they don't. The reasons they go about this don't make sense. There isn't enough character development to explain why. What shooting up a bunch of innocent people is supposed to mean is never explained or even hinted at. It is mentioned that war is the final creative expression, quite possibly the only revelation that any characters of this movie have, and it makes no sense.<br /><br />The characters who go on a murder spree aren't fighting the institution, they're just killing people. I thought they might've used all the explosives to blow up the place or at least the sanctuary at the end, that would've made greater symbolic sense, but they didn't.<br /><br />tl;dr - This movie is an adolescent's daydream of fighting against authority that plagues them, though in reality they need. It has no moral, symbolic truth, or meaning to it; this movie simply plays out the fantasy of killing teachers and people in ""power"" that annoy you.<br /><br />If you think a murder rampage/ school shooting similar to columbine or virginia tech is a rational and sensible way to deal with teachers and institutions you don't like, then I guess you'll love this movie. If you're like me and you're working towards making a life for yourself instead of just blindly (very blindly in this movie) rebelling against ""the man"", this movie is juvenile and boring.<br /><br />You can also tell in parts that funding was lacking, and the story seemed to have a touch of attention deficit disorder.<br /><br />All in all, this seems like a very rough draft of what could've been an okay movie, but no effort is put into the dialogue, character development, or moral so it's just... poorly done.<br /><br />If... only I could get my two hours back.",0
"I will spend a few days dedicated to Ron Howard before I swear off his work entirely. Having, unfortunately, dealt with Lucas at such a young age, Howard is now caught up in so many of Lucas' traits. How else do you explain his rampage of disasters? His only useful film, of course, has been 'Willow'. Everything else, including this, is too reliant on superficial junk.<br /><br />Some spoilers.<br /><br />He can't even have semi-intelligent focus like Peter Weir. No, poor Howard so stuck on his Spielbergian knockoff qualities that he will be quickly forgotten. <br /><br />Here we have the old adage: ""love conquers all, even disease."" Too bad for Howard that Lynch already got through the whole subtext with more skill. Heck, even Disney did better than this. Ron even goofs up on the possibilities presented by imagined realities.<br /><br />Howard's commentary track is just awful. Don't even rent the DVD.<br /><br />Final Analysis = = Cinematic Dud",0
"A wonderful film, filled with great understated performance and sharp, intelligent dialogue. What really distinguishes the film, however, is that undercurrent of sadness throughout. The story is underscored by affairs, loneliness, suicide, disappointment, the fear of losing ones job in a world where that had disastrous consequences. Most of all it was set in a world that no longer existed, having been ripped apart by the beginning of World War II. In fact, the film is barely a comedy at all if you compare the percentage of serious scenes to the comic scenes. Yet funny it is--listen to Margaret Sullivan's harsh dismissal of Jimmy Stewart and watch his pained expression as he replies that her comments were a remarkable blend ""of poetry and meanness"". It's funny, pointed, and sad all at once. A remarkable achievement and one of the ten greatest screen comedies ever made.",1
"Swedish action movies have over the past few years evolved into something that imitate American hardened action movies like ""Heat"" but with a low budget. This movie follows the same prescription as ""Noll Tolerans"" and ""Livvakterna"". However, it is obvious that they are trying too hard to make a cool and tough movie.<br /><br />The story has been seen before, the dialogue feels artificial and the acting is very poor, especially from the main actress. The movie tries to paint a picture of hard-boiled military-like robbers with no remorse at all and a female investigator who has completely lost it with problems of the past but at the same time acts completely rational. It does not succeed very well.<br /><br />The bluish-cast photo style does not seem fresh anymore, and it is not even done well in this picture. Only a very few scenes actually look good. Also, the sound is quite weird and it sounds like a lot of the actual dialogue is recorded afterward.<br /><br />The main quality of this movie is Stefan Sauk, though not making a convincing portrait of a SWAT-team leader, has some really funny lines. Also, the music is quite well.",0
"The autobiography on which this movie is based remains one of the most heart-rending books I have ever read. It tells the amazing stories of two sisters, both who earned devotion and respect working well into their 70's as a teacher and a dentist, then lived another 30 years with dignity. Ruby Dee steals the film with her perfectly nuanced performance as the rebellious ""blacker"" Bessie, the dentist. She not only expresses her anger, angst, and wisdom well; she lets you know exactly where they've come from using an economy of words. Diahnn Carroll has the feel of the older sister, the teacher, down perfectly, but I'm afraid she never makes me believe that she's over 100. No matter -- the stories are well worth telling. Amy Madigan is a bit too extreme and intrusive in acting overwhelmed and insecure in the first half of the movie as the Caucasian NY Times reporter. This, too, is only a minor distraction. The stories, all true, are the attraction and although two or three get slightly damaged in the translation, most of them make it through just fine.<br /><br />I recommend the book as essential reading to all people I recommend any books to. I cannot quite but this TV-movie in that rarefied air, but it certainly captures enough of the flavor to be highly worthwhile in its own right.",1
"Here's the kind of love story that I do enjoy watching. And mostly, it's for two reasons. One, it concentrates of young people, VERY young people. People who are still in their teens and are experiencing love for the first time, or at least think they are. All of us have been there in our lives and ""The Man in the Moon"" is a magnificent reflection upon our memories, maybe adding on a few more details and enhancing it further than any of us have experienced. The second reason is that is a love triangle. And I do believe that as teens, it's the most dramatic. And the story is so well developed that you believe the characters could really be in love, or are just so new to love that they just strongly believe they are and after a tragedy or so occurs, will believe it for the rest of their lives.<br /><br />The cast of ""The Man in the Moon"" is full of great talented names. It stars Sam Waterston, who is truly a versatile actor, well capable of playing tough district attorneys as well as strict, yet caring and wise fathers as in this film. Also there is Tess Harper, Jason London, and a young, young Reese Witherspoon. You look at the young, talented actress as she is at age fourteen and you think that about ten years down the road, she's going to win the Academy Award. All members of the cast pull off great performances and with the dialogue of the compelling screenplay, they are enhanced into looking like real people in real situations. As if it all really happened. This the kind of movie that I would like to see come out more often. Love story or not. I would love to see films that make everything look real and is not phony or disbelievable in any way.",1
"I went to see this movie expecting a nice relaxing time in the theater with my younger sister. Instead, I had to really control myself in order to convince her that I was not scared. In many ways still a children´s story, but with a screenplay that has a lot of potential. Could have been one of the scariest movies if planned for another audience.",1
"Visually stunning and full of Eastern Philosophy, this amazing martial arts fantasy is brought to you by master director Tsui Hark, the man behind some of the best films Hong Kong cinema has produced. The special effects are beautiful and imaginative. The plot is a bit on the cerebral side, but is a refreshing change from films that treat their audience as if they were morons. If thinking is not your forte, however, this may not be your movie. Maybe you should go see the latest from the Hollywood studio's no brain club, but if you are looking for something more, he's where you will find it.",1
"I have seen the freebird movie and think its great! its laid back fun, about time the British film industry came through with something entertaining!! its good how the guy who met them at the service station gets mentioned way into the film in the news agents, nice touch. The acting was convincing (i am a biker) they reminded me of some good times i have had in the bike scene. It was good to see the film director getting in on the acting, well done jon ! At the end a new crop gets mentioned, in Ireland is this the foundation for a 2nd film? hope so keep them coming. Great film , well written, realistic characters !",1
"I saw this film opening weekend in Australia, anticipating with an excellent cast of Ledger, Edgerton, Bloom, Watts and Rush that the definitive story of Ned Kelly would unfold before me. Unfortunately, despite an outstanding performance by Heath Ledger in the lead role, the plot was paper thin....which doesn't inspire me to read ""Our Sunshine"". There were some other plus points, the support acting from Edgerton in particular, assured direction from Jordan (confirming his talent on show in Buffalo Soldiers as well), and production design that gave a real feel of harshness to the Australian bush, much as the Irish immigrants of the early 19th century must have seen it. But I can't help feeling that another opportunity has been missed to tell the real story of an Australian folk hero (or was he?)....in what I suspect is a concession to Hollywood and selling the picture in the US. Oh well, at least Jordan and the producers didn't agree to lose the beards just to please Universal...<br /><br />Guess I will just have to content myself with Peter Carey's excellent ""Secret History of the Kelly Gang"". 4/10",0
"... for Paris is a moveable feast."" Ernest Hemingway<br /><br />It is impossible to count how many great talents have immortalized Paris in paintings, novels, songs, poems, short but unforgettable quotes, and yes - movies. The celebrated film director Max Ophüls said about Paris, <br /><br />""It offered the shining wet boulevards under the street lights, breakfast in Montmartre with cognac in your glass, coffee and lukewarm brioche, gigolos and prostitutes at night. Everyone in the world has two fatherlands: his own and Paris."" <br /><br />Paris is always associated with love and romance, and ""Paris, Je T'Aime"" which is subtitled ""Petite romances,"" is a collection of short films, often sketches from 18 talented directors from all over the world. In each, we become familiar with one of the City of Light 20 arrondissements and with the Parisians of all ages, genders, colors, and backgrounds who all deal in love in its many variations and stages. In some of the ""petite romances"" we are the witnesses of the unexpected encounters of the strangers that lead to instant interest, closeness, and perhaps relationship: like for Podalydès and Florence Muller in the street of Montmartre in the opening film or for Cyril Descours and Leïla Bekhti as a white boy and a Muslim girl whose cross-cultural romance directed by Gurinder Chadha begins on Quais de Seine. I would include into this category the humorous short film by Gus Van Sant. In ""Le Marais"" one boy pours his heart out to another boy confessing of sudden unexpected closeness, asking permission to call - never realizing that the object of his interest does not understand French.<br /><br />Some of the vignettes are poignant and even dark. In Walter Salles and Daniela Thomas' Loin du 16ème, Catalina Sandino Mareno (amazing Oscar nominated debut for Maria full of Grace) is single, working-class mother who has to work as a nanny in a wealthy neighborhood to pay for daycare where she drops her baby every morning before she goes to work. One of most memorable and truly heartbreaking films is ""Place des Fêtes"" by Oliver Schmitz. Aïssa Maïga and Seydou Boro co-star as two young people for who love could have happened. There were the promises of it but it was cut short due to hatred and intolerance that are present everywhere, and the City of Love and Light is no exception. Another one that really got to me was ""Bastille"", written and directed by Isabel Coixet, starring Sergio Castellitto, Miranda Richardson, and Leonor Watling. Castellitto has fallen out of love with his wife, Richardson but when he is ready to leave with the beautiful mistress, the devastating news from his wife's doctor arrives...<br /><br />I can go on reflecting on all 18 small gems. I like some of them very much. The others felt weak and perhaps will be forgotten soon but overall, I am very glad that I bought the DVD and I know that I will return to my favorite films again and again. They are ""Place des Fêtes"" that I've mentioned already, ""Père-Lachaise"" directed by Wes Craven that involves the ghost of one of the wittiest and cleverest men ever, Oscar Wilde (Alexander Payne, the director of ""Sideways"") who would save one troubled relationship. Payne also directed ""14th Arrondissement"" in which a lonely middle-aged post-worker from Denver, CO explores the city on her own providing the voice over in French with the heavy accent. Payne's entry is one of the most moving and along with hilarious ""Tuileries"" by Joel and Ethan Coen with (who else? :)) Steve Buschemi is my absolute favorite. In both shorts, American tourists sit on the benches (Margo in the park, and Steve in Paris Metro after visiting Louvers) observing the life around them with the different results. While Margo may say, ""My feeling's sad and light; my sorrow is bright..."" Steve's character will find out that sometimes, even the most comprehensive and useful tourist guide would not help a tourist avoiding doing the wrong things in a foreign country.",1
"Carrie Fisher has stated on more than one occasion that she made this movie during a period of her life when she had a heavy cocaine problem, and she doesn't remember very much of it. That would explain why she made this film, but it doesn't explain why anyone else in the cast or crew did; I can't believe that EVERYBODY had a coke problem. This has to be one of the absolute worst movies ever made, and that's saying something. The blame can't be laid at the feet of ""director"" Tim Kincaid or ""writer"" Buddy Giovinazzo, as it is obvious that this picture wasn't written or directed by anyone. Apparently it just spontaneously came together, as there is little evidence of coherency, consistency, design, plot, sense, intelligence or anything else. What is really amazing is that there were some actual professionals who were involved in this glop. Co-star Robert Joy has done good work in other films, and composer Jimmie Haskell and cinematographer Arthur Marks are both industry veterans, Marks also having been a director, and not a bad one. Why they got involved in this steaming pile of offal is beyond comprehension. Tim Kincaid, the alleged ""director"", has made quite a few low-rent sci-fi and horror films, and, having seen most of them, I can tell you that not a one of them is any good. This one, though, is by far the worst thing he's ever done, and that is a major accomplishment on his part. Everything, absolutely EVERYTHING, about this movie is 12th-rate--at best. The cinematography is terrible, the acting is laughable, the ""special effects"" make ""Plan 9 From Outer Space"" look like ""Spider-Man"", the story is trite, derivative and stupid. Don't waste your time even looking at the video box cover, let alone renting it. A complete, utter, annoying, total dud.",0
"Bah. Another tired, desultory reworking of an out of copyright work never designed to be filmed.<br /><br />On the plus side, Toni Collette is superb as always (being an actual actress, you see), and there are some nicely handled handover cuts between scenes. There are even a few genuinely funny lines, and the filmwork, score and editing is competent, apart from a bizarre lapse into voiceover and speaking to the camera towards the conclusion.<br /><br />But, ah, but. Much of the cast seems to be on autopilot, and they are almost all very clearly too old (and in one case too young) for their declared ages. Worse, they are all speaking ""Austinese"", that peculiar falsetto self satisfied sing song that couldn't be further from the way people actually spoke in Austen's day (think Yosemite Sam, I kid you not). This is particularly sad, considering that we seem to finally be seeing the demise of the equally farcial ""Fakespearan"" that Olivier and his cronies were so fond of bellowing at the top of their lungs.<br /><br />And worst of all is Gwyneth Paltrow. She's only ever played one character in her films, and she stays true to form here, running through her entire range (smirking to sulking) in the first ten minutes, then just repeating herself for the rest of the overlong film. There is absolutely no chemistry between herself and any of her admirers, nor any apparent reason why they would be interested in her apart.<br /><br />In short, there is very little reason to watch Emma. It's an amiable enough adaptation, but if you're going to pack a film full of anacronisms (i.e. an appalingly thin lead who can't shoot a bow or handle a period accent) then you might as well do it properly, as with the vastly superior ""Clueless"".",0
"I love bad movies. Not only, because they often are as entertaining as 'really' 'good' films (like Pirates of the Caribbean series and other Hollywood pathos), but they often are far better than those films. And that's the reason why I love Italian rip off cinema of 1970s and 1980s. And that's the reason why I especially love this movie, The Barbarians & the Company.<br /><br />Director Ruggero Deodato has made some actually very good movies, like House on the Edge of the Park, and also his Atlantis Interceptors and Live Like a Cop, Die Like a Man are enjoyable action movies. But this is really bad. The Barbarians is so idiotic movie. Peter and David Paul as the Barbarian Brothers Kutchek and Gore are very funny, because of their lack of charisma and acting skills. But if they can't act, they yell and scream every time they do something important. In one scene people try to hang the Barbarian Brothers, and they escape very extraordinary way.<br /><br />Bad acting, bad special effects, very stupid story, bad direction, actually everything is bad in this movie. I can't describe how much I laughed when I watched this first time. The Barbarians & the Company is camp classic everybody should see once. If you thought Plan 9 From Outer Space is fun camp, this will be a real killer.",1
"Say what you want about Andy Milligan - but if his family was even 10% as deranged as the one in this film, well then I guess he could have turned out worse. Unfortunately, the video print of this film contains sex scene inserts originally shot by the distributor to boost the picture's box office appeal. Several times during the film Milligan's ugly camerawork and silent film music abruptly ends, and suddenly good-looking stand-ins for Milligan's homely actors take over and start doing it to psychedelic 60's guitar rock. It's pretty easy to fast-forward through if you're trying to pay attention to Milligan's original film, which, unfortunately, is missing quite a bit of action that was cut to make room for the added sex scenes. What remains, however, is still compelling stuff. I don't think I've ever seen a more hateful mother in any film before.",1
"The plot of Corpse Grinders 2 is very much similar to the original Corpse Grinders, what is left that is different from the other film consists of weird aliens.<br /><br />It is my belief that this film would be the #1 worst film on IMDb - if anyone had actually watched it. The plot is disconnected and, in several (way too many) instances, makes absolutely no sense whatsoever. The real wonder here is why in the world was this sequel created to such an unsuccessful and horrendous (but still somewhat better) film.<br /><br />I would highly recommend this film if you enjoy watching terrible movies for a good laugh.",0
